model_name;seed;PCA;value
gmm;1;False;0.2700900300100033
gmm;1;True;0.25841947315771924
decisiontree;1;False;0.3357785928642881
decisiontree;1;True;0.3037679226408803
randomforest;1;False;0.3951317105701901
randomforest;1;True;0.3901300433477826
ann;1;False;0.36378792930976994
ann;1;True;0.3451150383461154
knn;1;False;0.32477492497499166
knn;1;True;0.3264421473824608
